title,Capacity_GB,Generation,Speed_MHz,Latency,Voltage,Brand,Is_kit,Is_gaming,Final_Price
G.SKILL Trident Z5 Neo RGB Series DDR5 RAM (AMD EXPO) 32GB (2x16GB) 6000MT/s CL28-36-36-96 1.40V Desktop Computer Memory U-DIMM - Matte Black (F5-6000J2836G16GX2-TZ5NR),32.0,5.0,6000.0,28.0,1.4,g.skill,1.0,1.0,559.99
"fanxiang SODIMM DDR5 4800MHz RAM 64GB Kit (2 x 32GB),CL40 1.1V SODIMM 262 Pin Laptop Memory Module Ram,Memory for Enhanced Gaming Performance and Smooth Multitasking",64.0,5.0,4800.0,40.0,1.1,unknown,1.0,1.0,619.99
G.SKILL Ripjaws S5 Series DDR5 RAM (Intel XMP 3.0 & AMD Expo) 64GB (2x32GB) 6000MT/s CL36-36-36-96 1.35V Desktop Computer Memory U-DIMM - Matte Black (F5-6000J3636F32GX2-RS5K),64.0,5.0,6000.0,36.0,1.35,g.skill,1.0,1.0,869.99
"AGI UD858 TURBOJET RGB DDR5 6000MHz 32GB(2x16GB) CL30-40-40-96 1.35V, Intel XMP 3.0 and AMD Expo Desktop Computer Memory - AGI6APC16UD858",32.0,5.0,6000.0,30.0,1.35,unknown,1.0,1.0,639.99
G.SKILL Trident Z5 Neo RGB Series DDR5 RAM (AMD Expo) 64GB (2x32GB) 6000MT/s CL30-36-36-96 1.40V Desktop Computer Memory U-DIMM - Matte White (F5-6000J3036G32GX2-TZ5NRW),64.0,5.0,6000.0,30.0,1.4,g.skill,1.0,1.0,1014.99
Kingston FURY Beast RGB 32GB (2x16GB) 6400MT/s DDR5 CL32 Desktop Memory | AMD EXPO | Kit of 2 | KF564C32BBEAK2-32,32.0,5.0,6400.0,32.0,1.25,kingston,1.0,1.0,540.0
Silicon Power DDR5 32GB (2x16GB) Storm RGB 6000MT/s (PC5-48000) 288-pin CL36 1.35V UDIMM Desktop Memory Module RAM SU032GXLWU60CFDKSN Gray,32.0,5.0,6000.0,36.0,1.35,unknown,1.0,1.0,429.97
G.SKILL Trident Z5 RGB Series DDR5 RAM (Intel XMP 3.0 & AMD Expo) 32GB (2x16GB) 6000MT/s CL36-36-36-96 1.35V Desktop Computer Memory U-DIMM - Metallic Silver (F5-6000J3636F16GX2-TZ5RS),32.0,5.0,6000.0,36.0,1.35,g.skill,1.0,1.0,479.99
Silicon Power DDR5 32GB (2x16GB) Zenith 6000MT/s (PC5-48000) 288-pin CL30 1.35V UDIMM Desktop Memory Module RAM SU032GXLWU60AFDEEC Black,32.0,5.0,6000.0,30.0,1.35,unknown,1.0,0.0,439.97
G.SKILL Trident Z5 Neo Series DDR5 RAM (AMD Expo & Intel XMP 3.0) 32GB (2x16GB) 6000MT/s CL36-36-36-96 1.35V Desktop Computer Memory U-DIMM - Matte Black (F5-6000J3636F16GX2-TZ5N),32.0,5.0,6000.0,36.0,1.35,g.skill,1.0,1.0,564.52
Corsair Vengeance DDR5 RAM 64GB (2x32GB) 6000MHz CL40-50-50-96 1.35V Intel XMP 3.0 Computer Memory – Black (CMK64GX5M2D6000C40),64.0,5.0,6000.0,40.0,1.35,corsair,1.0,1.0,852.83
Patriot Viper Xtreme 5 RGB DDR5 RAM 32GB (2X16GB) 8000MHz CL38 1.45v UDIMM Desktop Gaming Memory Kit Compatible with Intel XMP - PVXR532G80C38K,32.0,5.0,8000.0,38.0,1.45,patriot,1.0,1.0,699.99
G.SKILL Trident Z5 Neo RGB Series DDR5 RAM (AMD Expo) 32GB (2x16GB) 6000MT/s CL26-36-36-96 1.45V Desktop Computer Memory U-DIMM - Matte Black (F5-6000J2636H16GX2-TZ5NR),32.0,5.0,6000.0,26.0,1.45,g.skill,1.0,1.0,599.99
G.SKILL Trident Z5 RGB Series DDR5 RAM (Intel XMP 3.0) 32GB (2x16GB) 8000MT/s CL38-48-48-128 1.45V Desktop Computer Memory U-DIMM - Matte Black (F5-8000J3848H16GX2-TZ5RK),32.0,5.0,8000.0,38.0,1.45,g.skill,1.0,1.0,549.99
G.SKILL Trident Z5 Neo RGB Series DDR5 RAM (AMD Expo) 32GB (2x16GB) 6000MT/s CL28-36-36-96 1.40V Desktop Computer Memory U-DIMM - Matte White (F5-6000J2836G16GX2-TZ5NRW),32.0,5.0,6000.0,28.0,1.4,g.skill,1.0,1.0,529.99
KLEVV CRAS V RGB DDR5 32GB (2x16GB) 6000MHz CL30 SK Hynix A-Die 1.35V Gaming Desktop Ram Memory XMP 3.0 / AMD Expo Ready - Black (KD5AGUA80-60A300G),32.0,5.0,6000.0,30.0,1.35,sk hynix,1.0,1.0,499.99
"Lexar ARES Gen2 RGB DDR5 RAM 32GB Kit (2x16GB) 6400MHz CL30, 288-Pin UDIMM Desktop Memory, PC Gaming Computer Memory, for Intel XMP 3.0/AMD EXPO/CL30-38-38-76/1.4V(LD5U16G64C30BR-RGD)",32.0,5.0,6400.0,30.0,1.4,unknown,1.0,1.0,479.99
"DATO DDR5 UDIMM 32GB Kit 16GBx2 Desktop RAM 5600MHz PC5-44800 CL46 1.1V 288-Pin Non-ECC unbuffered dimm, Desktop Memory Module",32.0,5.0,5600.0,46.0,1.1,unknown,1.0,0.0,498.99
G.SKILL Ripjaws S5 Series DDR5 RAM (Intel XMP 3.0 & AMD Expo) 32GB (2x16GB) 5200MT/s CL40-40-40-83 1.10V Desktop Computer Memory U-DIMM - Matte Black (F5-5200J4040A16GX2-RS5K),32.0,5.0,5200.0,40.0,1.1,g.skill,1.0,1.0,459.99
"Acer Predator Vesta II RGB DDR5 RAM 64GB (32GBx2) 6000MHz CL30 PC5-48000, Intel XMP 3.0 AMD EXPO Compatible Computer Memory, Black BL.9BWWR.334",64.0,5.0,6000.0,30.0,1.25,acer,0.0,1.0,959.99
G.SKILL Trident Z5 RGB Series DDR5 RAM (Intel XMP 3.0) 32GB (2x16GB) 7600MT/s CL36-46-46-121 1.40V Desktop Computer Memory U-DIMM - Matte Black (F5-7600J3646G16GX2-TZ5RK),32.0,5.0,7600.0,36.0,1.4,g.skill,1.0,1.0,534.99
CORSAIR Vengeance SODIMM DDR5 RAM 32GB (1x32GB) 5600MHz CL48 Intel XMP iCUE Compatible Computer Memory - Black (CMSX32GX5M1A5600C48),32.0,5.0,5600.0,48.0,1.25,corsair,0.0,1.0,389.99
G.SKILL Trident Z5 Neo RGB Series DDR5 RAM (AMD Expo) 32GB (2x16GB) 6400MT/s CL30-39-39-102 1.40V Desktop Computer Memory U-DIMM - Matte Black (F5-6400J3039G16GX2-TZ5NR),32.0,5.0,6400.0,30.0,1.4,g.skill,1.0,1.0,549.99
G.SKILL Ripjaws M5 RGB Series DDR5 RAM (Intel XMP 3.0) 32GB (2x16GB) 6400MT/s CL36-48-48-102 1.35V Desktop Computer Memory U-DIMM - Matte White (F5-6400J3648F16GX2-RM5RW),32.0,5.0,6400.0,36.0,1.35,g.skill,1.0,1.0,509.99
G.SKILL Ripjaws M5 RGB Series DDR5 RAM (Intel XMP 3.0) 64GB (2x32GB) 6000MT/s CL30-40-40-96 1.40V Desktop Computer Memory U-DIMM - Matte Black (F5-6000J3040G32GX2-RM5RK),64.0,5.0,6000.0,30.0,1.4,g.skill,1.0,1.0,949.99
G.SKILL Trident Z Neo Series DDR4 RAM (XMP) 32GB (2x16GB) 3600MT/s CL16-19-19-39 1.35V Intel AMD Desktop Computer Memory U-DIMM (F4-3600C16D-32GTZNC),32.0,4.0,3600.0,16.0,1.35,g.skill,1.0,1.0,319.99
G.SKILL RipjawsV Series DDR4 RAM (XMP) 32GB (2x16GB) 3600MT/s CL16-19-19-39 1.35V Intel AMD Desktop Computer Memory U-DIMM - Black (F4-3600C16D-32GVKC),32.0,4.0,3600.0,16.0,1.35,g.skill,1.0,0.0,319.99
A-Tech 32GB Kit (2x16GB) Memory RAM for HP ProLiant DL380 G8 - DDR3 1600MHz PC3-12800 ECC Registered RDIMM 2Rx4 1.5V - Server,32.0,3.0,1600.0,11.0,1.5,a-tech,1.0,0.0,79.98
NEMIX RAM 32GB (2X16GB) DDR3 1600MHZ PC3-12800 2Rx8 1.35V 204-PIN Non-ECC SODIMM Laptop PC Memory KIT,32.0,3.0,1600.0,11.0,1.35,unknown,1.0,0.0,304.89
A-Tech 64GB Kit (4x16GB) DDR3/DDR3L 1600MHz PC3L-12800R ECC RDIMM 2Rx4 Dual Rank 1.35V Registered DIMM 240-Pin Server RAM Memory Upgrade Modules (A-Tech Enterprise Series),64.0,3.0,1600.0,11.0,1.35,a-tech,1.0,0.0,173.89
"A-Tech 32GB Kit (2x16GB) RAM for Dell PowerEdge M910, M915, R410, R510, R610, T410, T610, T710 | DDR3 1600MHz PC3-12800 ECC RDIMM 2Rx4 1.5V Registered Server Memory Upgrade",32.0,3.0,1600.0,11.0,1.5,a-tech,1.0,0.0,79.98
OWC 32GB (2x16GB) DDR3 1600 PC3-12800 CL11 2Rx8 240-pin 1.5V Non-ECC UDIMM Memory RAM Module Kit,32.0,3.0,1600.0,11.0,1.5,unknown,1.0,0.0,302.1
"Crucial 32GB Kit (16GBx2), 204-pin SODIMM, DDR3 PC3-12800,",32.0,3.0,1600.0,11.0,1.5,crucial,1.0,0.0,299.79
OWC 64GB (4x16GB) DDR3 1333 PC3-10600 CL9 2Rx4 240-pin 1.5V ECC Registered RDIMM Memory RAM Module Upgrade Kit Compatible with HP ProLiant DL160 G6 DL165 G7 DL170e G6 DL170h G6 DL180 G6,64.0,3.0,1333.0,9.0,1.5,hp,1.0,0.0,235.16
"DATO DDR4 RAM 32GB 3200MHz, PC4-25600 CL22 1.2V 288-Pin Non-ECC unbuffered dimm, Desktop Memory Module",32.0,4.0,3200.0,22.0,1.2,unknown,0.0,0.0,290.99
Timetec 32GB KIT(2x16GB) DDR4 2666MHz PC4-21300 Non-ECC Unbuffered 1.2V CL19 2Rx8 Dual Rank 260 Pin SODIMM Laptop Notebook PC Computer Memory RAM Module Upgrade (32GB KIT(2x16GB)),32.0,4.0,2666.0,19.0,1.2,timetec,1.0,0.0,205.99
G.SKILL Ripjaws DDR4 SO-DIMM Series DDR4 RAM 32GB (2x16GB) 3200MT/s CL22-22-22-52 1.20V Unbuffered Non-ECC Notebook/Laptop Memory SO-DIMM (F4-3200C22D-32GRS),32.0,4.0,3200.0,22.0,1.2,g.skill,1.0,1.0,259.94
"Samsung 32GB (2x16GB) DDR4 3200MHz PC4-25600 (PC4-3200AA) CL22 SODIMM 2Rx8 Dual Rank 1.2V 260-Pin Laptop, Notebook RAM Memory",32.0,4.0,3200.0,22.0,1.2,samsung,1.0,0.0,256.9
Silicon Power DDR4 32GB (2x16GB) 3200MHz (PC4-25600) CL22 SODIMM 260-Pin 1.2V Non-ECC Laptop RAM Notebook Computer Memory SP032GBSFU320X22,32.0,4.0,3200.0,22.0,1.2,unknown,1.0,0.0,229.97
"Samsung 32GB (2x16GB) DDR4 2400MHz PC4-19200 (PC4-2400T) CL17 SODIMM 2Rx8 Dual Rank 1.2V 260-Pin Laptop, Notebook RAM Memory",32.0,4.0,2400.0,17.0,1.2,samsung,1.0,0.0,239.0
Timetec 32GB KIT(2x16GB) DDR4 2400MHz PC4-19200 Non-ECC Unbuffered 1.2V CL17 2Rx8 Dual Rank 260 Pin SODIMM Laptop Notebook PC Computer Memory RAM Module Upgrade (32GB KIT(2x16GB)),32.0,4.0,2400.0,17.0,1.2,timetec,1.0,0.0,205.99
NEMIX RAM 32GB (2X16GB) DDR4 2666MHZ PC4-21300 2Rx8 1.2V CL19 260-PIN Non-ECC Unbuffered SODIMM KIT Laptop Memory,32.0,4.0,2666.0,19.0,1.2,unknown,1.0,0.0,183.88
G.SKILL Ripjaws DDR4 SO-DIMM Series DDR4 RAM 32GB (2x16GB) 2666MT/s CL19-19-19-43 1.20V Unbuffered Non-ECC Notebook/Laptop Memory SO-DIMM (F4-2666C19D-32GRS),32.0,4.0,2666.0,19.0,1.2,g.skill,1.0,1.0,279.99
Samsung 32GB (2x16GB) DDR4 3200MHz PC4-25600 SODIMM 2Rx8 CL22 1.2v Gaming Laptop Notebook Memory Module Upgrade RAM M471A2K43EB1-CWE,32.0,4.0,3200.0,22.0,1.2,samsung,1.0,1.0,298.0
"Crucial 64GB DDR5 RAM, 5600MHz (or 5200MHz or 4800MHz) Laptop Memory Kit, SODIMM 262-Pin, Compatible with 13th Gen Intel Core and AMD Ryzen 6000 - CT2K32G56C46S5",64.0,5.0,5600.0,42.0,1.1,crucial,1.0,0.0,579.99
Acclamator DDR5 RAM 32GB Kit (2x16GB) 5600MHz (or 5200MHz or 4800MHz) CL46 1.1V SODIMM 262-Pin Ram Upgrade Laptop Notebook Memory,32.0,5.0,5600.0,46.0,1.1,unknown,1.0,0.0,339.99
"Samsung 32GB DDR5 4800MHz PC5-38400 CL40 SODIMM 2Rx8 Dual Rank 1.1V 262-Pin Laptop RAM Memory M425R4GA3BB0-CQK, 1 Module",32.0,5.0,4800.0,40.0,1.1,samsung,0.0,0.0,394.99
Kingston FURY Impact 32GB (2x16GB) 5600MT/s DDR5 CL40 Laptop Memory Kit of 2 | Lower Power Consumption | Intel XMP 3.0 | Plug N Play | KF556S40IBK2-32,32.0,5.0,5600.0,40.0,1.25,kingston,1.0,1.0,399.0
G.SKILL Ripjaws DDR5 SO-DIMM Series DDR5 RAM 32GB (2x16GB) 5600MT/s CL40-40-40-89 1.10V Unbuffered Non-ECC Notebook/Laptop Memory SO-DIMM (F5-5600S4040A16GX2-RS),32.0,5.0,5600.0,40.0,1.1,g.skill,1.0,1.0,439.99
Samsung 32GB DDR5 5600MHz PC5-44800 CL46 SODIMM 2Rx8 Dual Rank 1.1V 262-Pin Laptop RAM Memory M425R4GA3BB0-CWM,32.0,5.0,5600.0,46.0,1.1,samsung,0.0,0.0,439.99
G.SKILL Ripjaws DDR5 SO-DIMM Series DDR5 RAM 32GB (2x16GB) 4800MT/s CL34-34-34-76 1.10V Unbuffered Non-ECC Notebook/Laptop Memory SO-DIMM (F5-4800S3434A16GA2-RS),32.0,5.0,4800.0,34.0,1.1,g.skill,1.0,1.0,409.99
Timetec Premium 32GB KIT(2x16GB) DDR5 5600MHz PC5-44800 Unbuffered Non-ECC 1.1V CL46 1Rx8 Single Rank 262 Pin SODIMM Laptop Memory RAM Upgrade,32.0,5.0,5600.0,46.0,1.1,timetec,1.0,0.0,369.99
A-Tech 32GB Kit (2x16GB) DDR5 5600MHz PC5-44800 CL46 SODIMM 1.1V Non-ECC Unbuffered SO-DIMM 262-Pin Laptop Computer RAM Memory Upgrade Modules,32.0,5.0,5600.0,46.0,1.1,a-tech,1.0,0.0,419.98
"Timetec 32GB KIT(2x16GB) Compatible for Apple DDR4 2666MHz / 2667MHz for Mid 2020 iMac (20,1/20,2) / Mid 2019 iMac (19,1) 27-inch w/Retina 5K, Late 2018 Mac mini (8,1) PC4-21333 /PC4-21300 MAC RAM",32.0,4.0,2666.0,17.0,1.2,timetec,1.0,0.0,216.99
Timetec 32GB KIT(2x16GB) DDR4 2400MHz PC4-19200 Non-ECC Unbuffered 1.2V CL17 2Rx8 Dual Rank 260 Pin SODIMM Laptop Notebook PC Computer Memory RAM Module Upgrade (32GB KIT(2x16GB)),32.0,4.0,2400.0,17.0,1.2,timetec,1.0,0.0,205.99
"Crucial 64GB DDR5 RAM, 5200MHz (or 4800MHz) Laptop Memory Kit, SODIMM 262-Pin, Compatible with 13th Gen Intel Core and AMD Ryzen 7000 - CT2K32G52C42S5",64.0,5.0,5200.0,40.0,1.1,crucial,1.0,0.0,689.99
Micron SODIMM 32GB DDR5 4800 PC5 2Rx8 MTC16C2085S1SC48BA1 Laptop Notebook RAM Memory for Dell HP Lenovo and Other Systems,32.0,5.0,4800.0,40.0,1.1,micron,0.0,0.0,348.75
Kingston FURY Impact 32GB (2x16GB) 6400MT/s CL38 DDR5 SODIMM | Intel XMP 3.0 | Plug N Play | Laptop Memory | Kit of 2 | KF564S38IBK2-32,32.0,5.0,6400.0,38.0,1.25,kingston,1.0,1.0,549.5
Samsung 32GB DDR5 5600MHz PC5-44800 SODIMM 2Rx8 Dual Rank CL46 1.1v 262pin Non-ECC M425R4GA3BB0-CWM Laptop Notebook RAM Memory Upgrade,32.0,5.0,5600.0,46.0,1.1,samsung,0.0,0.0,449.99
Timetec 32GB KIT(2x16GB) DDR5 4800MHz PC5-38400 Unbuffered Non-ECC 1.1V CL40 1Rx8 Single Rank 262 Pin SODIMM Laptop Memory RAM Module Upgrade (32GB KIT(2x16GB)),32.0,5.0,4800.0,40.0,1.1,timetec,1.0,0.0,369.99
"MMOMENT DDR5 SODIMM 32GB 5600Mhz (PC5-44800) Laptop Memory Module Ram (CL46, Non-ECC Unbuffered, 1.1V, 262 Pin)",32.0,5.0,5600.0,46.0,1.1,unknown,0.0,0.0,399.99
G.SKILL Ripjaws SO-DIMM 32GB (2 x 16GB) 262-Pin DDR5 SO-DIMM DDR5 5600 (PC5 44800) Laptop Memory Model F5-5600S4040A16GX2-RS,32.0,5.0,5600.0,36.0,1.25,g.skill,1.0,1.0,357.95
KLEVV DDR5 32GB (2x16GB) 5600MHz CL46 SODIMM SK Hynix A-Die Laptop Ram Memory 1.1V (KD5AGSA80-56G460D),32.0,5.0,5600.0,46.0,1.1,sk hynix,1.0,0.0,449.99
Silicon Power DDR5 32GB (2x16GB) 4800MHz (PC5-38400) 262-pin CL40 1.1V SODIMM Non-ECC Laptop RAM Computer Memory SU032GBSVU480F22EC,32.0,5.0,4800.0,40.0,1.1,unknown,1.0,0.0,359.97
"Samsung 64GB (2x32GB) DDR5 5600MHz PC5-44800 CL46 SODIMM 2Rx8 Dual Rank 1.1V 262-Pin Laptop, Notebook RAM Memory",64.0,5.0,5600.0,46.0,1.1,samsung,1.0,0.0,899.99
"Samsung 32GB DDR5 5600MHz PC5-44800 CL46 SODIMM 2Rx8 Dual Rank 1.1V 262-Pin Laptop, Notebook RAM Memory",32.0,5.0,5600.0,46.0,1.1,samsung,0.0,0.0,439.99
"PNY Performance 64GB (2x32GB) DDR5 DRAM 5600MHz (PC5-44800) – CL46-46-46-90 (Compatible with 5200MHz, 4800MHz), 1.1V, 262-Pin Non-ECC – Notebook/Laptop (SODIMM) Computer Memory Kit – MN64GK2D55600-TB",64.0,5.0,5600.0,46.0,1.1,pny,1.0,0.0,819.98
Samsung 32GB (2x16GB) DDR5 5600MHz PC5-44800 SODIMM 1Rx8 Single Rank CL46 1.1v 262pin Non-ECC M425R2GA3BB0-CWM Laptop Notebook RAM Memory Upgrade,32.0,5.0,5600.0,46.0,1.1,samsung,1.0,0.0,490.0
"Samsung 32GB (2x16GB) DDR5 5600MHz PC5-44800 CL46 SODIMM 1Rx8 Single Rank 1.1V 262-Pin Laptop, Notebook RAM Memory",32.0,5.0,5600.0,46.0,1.1,samsung,1.0,0.0,489.99
"Transcend 32GB DDR5 5600MHz SO-DIMM Laptop RAM, Compatible w/HP Lenovo Dell ASUS Acer Computer Memory, On-die ECC Notebook Module Upgrade, 2Rx8, 1.1V PC5-44800 CL46, Unbuffered 262-Pin - JM5600ASE-32G",32.0,5.0,5600.0,46.0,1.1,hp,0.0,0.0,599.99
TEAMGROUP Elite SODIMM DDR5 32GB (2x16GB) 4800MHz (PC5-38400) CL40 Non-ECC Unbuffered 1.1V 262 Pin Laptop Memory Module Ram - TED532G4800C40DDC-S01,32.0,5.0,4800.0,40.0,1.1,teamgroup,1.0,0.0,588.99
Samsung 64GB (2x32GB) DDR5 4800MHz PC5-38400 SODIMM 2Rx8 Dual Rank CL40 1.1v 262pin Non-ECCM425R4GA3BB0-CQK Laptop Notebook RAM Memory Upgrade,64.0,5.0,4800.0,40.0,1.1,samsung,1.0,0.0,810.0
Acer SD200 DDR5 Single RAM 32GB 5600 MT/s CL46 Computer Memory for Laptop - BL.9BWWA.419,32.0,5.0,5600.0,46.0,1.1,acer,0.0,0.0,409.99
【DDR5 RAM Laptop Only】 GIGASTONE 32GB DDR5 5600MHz PC5-44800 CL 46-46-46-90 1.1V SODIMM 262 Pin Unbuffered Non ECC High Performance Notebook Memory Upgrade,32.0,5.0,5600.0,46.0,1.1,unknown,0.0,0.0,524.99
32GB AL0M7AA Replacement for HP ZBook Power 16 inch G11 Mobile Workstation DDR5 5600MHz SODIMM Laptop Memory,32.0,5.0,5600.0,42.0,1.1,hp,0.0,0.0,547.95
TEAMGROUP T-Create Classic DDR5 SODIMM 2x32GB 5600MHz(PC5-44800) CL46 Laptop Memory Module Ram - CTCCD564G5600HC46ADC-S01,64.0,5.0,5600.0,46.0,1.1,teamgroup,1.0,0.0,849.99
Samsung 32GB (2x16GB) DDR5 4800MHz PC5-38400 SODIMM 1Rx8 Single Rank CL40 1.1v 262pin Non-ECC M425R2GA3BB0-CQK Laptop Notebook RAM Memory Upgrade,32.0,5.0,4800.0,40.0,1.1,samsung,1.0,0.0,490.0
32GB 4M9Y8AA Replacement for HP DDR5 4800MHz ECC SODIMM Laptop RAM,32.0,5.0,4800.0,40.0,1.1,hp,0.0,0.0,949.95
OWC 32GB Replacement for Crucial CT32G56C46S5 - DDR5 5600MHz PC5-44800 CL46 2Rx8 262-pin 1.1V Non-ECC SODIMM,32.0,5.0,5600.0,46.0,1.1,crucial,0.0,0.0,599.99
"Samsung 32GB (2x16GB) DDR5 4800MHz PC5-38400 CL40 SODIMM 1Rx8 Single Rank 1.1V 262-Pin Laptop, Notebook RAM Memory",32.0,5.0,4800.0,40.0,1.1,samsung,1.0,0.0,439.98
"A-Tech 32GB Kit (2x16GB) RAM for Dell XPS 15 9530, 17 9730 Laptop | DDR5 5200MHz PC5-41600 SODIMM 1Rx8 1.1V 262-Pin Non-ECC SO-DIMM Memory Upgrade",32.0,5.0,5200.0,40.0,1.1,a-tech,1.0,0.0,440.98
A-Tech 32GB RAM for HP EliteBook 6 G1i Laptop PC | DDR5 5600MHz PC5-44800 SODIMM 2Rx8 1.1V 262-Pin Non-ECC SO-DIMM Memory Upgrade,32.0,5.0,5600.0,42.0,1.1,a-tech,0.0,0.0,459.99
A-Tech 32GB RAM Replacement for Crucial CT32G56C46S5 | DDR5 5600MHz PC5-44800 SODIMM 2Rx8 1.1V 262-Pin Non-ECC Laptop Memory Module (CT32G56C46S5-ATC),32.0,5.0,5600.0,42.0,1.1,a-tech,0.0,0.0,419.99
Adamanta 32GB (1x32GB) DDR5 4800MHz PC5-38400 SODIMM 2Rx8 CL40 1.1v Laptop Notebook Memory Module Upgrade RAM,32.0,5.0,4800.0,40.0,1.1,adamanta,0.0,0.0,395.5
NEMIX RAM 32GB (1X32GB) DDR5 4800MHZ PC5-38400 2Rx8 1.1V CL40 262-PIN Non-ECC SODIMM Compatible with UGREEN NASync DXP4800 Plus DXP480T Plus DXP6800 Pro DXP8800 Plus NAS Storage Systems,32.0,5.0,4800.0,40.0,1.1,unknown,0.0,0.0,589.99
A-Tech 32GB RAM Replacement for HP N50075-001 | DDR5 5600MHz PC5-44800 SODIMM 2Rx8 1.1V 262-Pin Non-ECC Laptop Memory Module (N50075-001-ATC),32.0,5.0,5600.0,42.0,1.1,a-tech,0.0,0.0,419.99
"A-Tech 32GB RAM Replacement for Dell SNPR62CWC/32G, AB949335, R62CW, 0R62CW | DDR5 4800MHz PC5-38400 2Rx8 Non-ECC SODIMM Laptop & All-in-One Single Memory Module",32.0,5.0,4800.0,40.0,1.1,a-tech,0.0,0.0,419.99
32GB 1X32GB DDR5 4800MHZ PC5-38400 1.1V CL40 262-PIN Non-ECC SODIMM NEMIX RAM Compatible with UGREEN NASync DXP4800 Plus DXP480T Plus DXP6800 Pro DXP8800 Plus NAS Storage Systems,32.0,5.0,4800.0,40.0,1.1,unknown,0.0,0.0,589.99
A-Tech 32GB Replacement for Samsung M425R4GA3BB0-CQK - DDR5 4800MHz PC5-38400 Non-ECC SODIMM 262-Pin 2Rx8 1.1V - Single Laptop Memory RAM Stick (M425R4GA3BB0-CQK-ATC),32.0,5.0,4800.0,40.0,1.1,a-tech,0.0,0.0,419.99
OWC 64GB (2x32GB) DDR5 5600 PC5-44800 CL46 2Rx8 262-pin 1.1V ECC Unbuffered SODIMM Memory RAM Module Upgrade Kit for Select Laptops or All-in-One Systems,64.0,5.0,5600.0,46.0,1.1,unknown,1.0,0.0,1989.98
Sam Original 64GB (2x32GB) DDR5 5600MHz PC5-44800 SODIMM 2Rx8 CL46 1.1v M425R4GA3BB0-CWM RAM Memory Notebook Laptop Module Upgrade Adamanta,64.0,5.0,5600.0,46.0,1.1,adamanta,1.0,0.0,880.0
"A-Tech 32GB RAM for HP ProBook 440 G11, 460 G11 Laptop PC | DDR5 5600MHz PC5-44800 SODIMM 2Rx8 1.1V 262-Pin Non-ECC SO-DIMM Memory Upgrade",32.0,5.0,5600.0,42.0,1.1,a-tech,0.0,0.0,459.99
"A-Tech 32GB RAM for ASUS TUF Gaming F16 (2024) FX607, FX607JU, FX607JV, FX607VU Laptop | DDR5 5200MHz PC5-41600 SODIMM 2Rx8 1.1V 262-Pin Non-ECC SO-DIMM Memory Upgrade",32.0,5.0,5200.0,32.0,1.1,a-tech,0.0,1.0,459.99
A-Tech 32GB Kit (2x16GB) DDR5 5200MHz PC5-41600 CL42 SODIMM 1Rx8 Single Rank 1.1V Non-ECC Unbuffered SO-DIMM 262-Pin Laptop Computer RAM Memory Upgrade Modules,32.0,5.0,5200.0,42.0,1.1,a-tech,1.0,0.0,439.98
A-Tech 32GB RAM Replacement for Kingston KVR48S40BD8-32 | DDR5 4800MHz PC5-38400 SODIMM 2Rx8 1.1V 262-Pin Non-ECC Laptop Memory Module (KVR48S40BD8-32-ATC),32.0,5.0,4800.0,40.0,1.1,a-tech,0.0,0.0,419.99
OWC 32GB DDR5 4800 PC5-38400 CL40 2Rx8 262-pin 1.1V Non-ECC SODIMM Memory RAM Module Upgrade Compatible with Precision 7670 7770,32.0,5.0,4800.0,40.0,1.1,unknown,0.0,0.0,599.99
A-Tech 32GB RAM for Dell Pro Rugged 14 RB14250 Laptop | DDR5 5600MHz PC5-44800 SODIMM 2Rx8 1.1V 262-Pin Non-ECC SO-DIMM Memory Upgrade,32.0,5.0,5600.0,42.0,1.1,a-tech,0.0,0.0,459.99
Samsung 64GB (2x32GB) DDR5 5600MHz PC5-44800 SODIMM 2Rx8 1.1v 262pin Non-ECC M425R4GA3BB0-CWM,64.0,5.0,5600.0,42.0,1.1,samsung,1.0,0.0,900.0
Lenovo ThinkPad 32GB DDR5 4800 SoDIMM Memory-US,32.0,5.0,4800.0,40.0,1.1,lenovo,0.0,0.0,365.96
Axiom 32GB DDR5 SDRAM Memory Module - for Notebook - 32 GB - DDR5-5600/PC5-44800 DDR5 SDRAM - 5600 MHz - CL46-1.10 V - TAA Compliant - 262-pin - SoDIMM,32.0,5.0,5600.0,46.0,1.1,unknown,0.0,0.0,563.6
"Adamanta 32GB (1x32GB) Compatible with Dell Latitude, Inspiron, XPS, Alienware Laptop Notebook DDR5 4800MHz PC5-38400 SODIMM 2Rx8 CL40 1.1v 262 Pin Memory Module Upgrade RAM",32.0,5.0,4800.0,40.0,1.1,adamanta,0.0,0.0,435.5
NEMIX RAM 32GB (2X16GB) DDR5 4800MHZ PC5-38400 1Rx8 1.1V CL40 262-PIN Non-ECC Unbuffered SODIMM Laptop PC Memory KIT Compatible with Dell Precision 3571 Mobile Workstation,32.0,5.0,4800.0,40.0,1.1,unknown,1.0,0.0,578.99
"ASUS ROG Strix G16 (2025) Gaming Laptop, 16” ROG Nebula 16:10 2.5K 240Hz/3ms, NVIDIA® GeForce RTX™ 5070, AMD Ryzen™ 9 9955HX Processor, 32GB DDR5-5600, 1TB PCIe Gen 4 SSD, Wi-Fi 6E, Windows 11 Home",32.0,5.0,5600.0,36.0,1.25,unknown,0.0,1.0,2083.55
