title,Capacity_GB,Generation,Speed_MHz,Latency,Brand,Is_kit,Is_gaming,Final_Price
"DDR3 RAM 16GB Kit (2x8GB) 1866MHz CL13 UDIMM, Desktop Memory Module PC3-14900 240-Pin 1.5V 2Rx8 Dual Rank Non-ECC Unbuffered PC Computer RAM Stick Upgrade - Black",16.0,3.0,1866.0,13,Unknown,1.0,0.0,52.99
Timetec Premium 16GB KIT(2x8GB) DDR3 / DDR3L 1333MHz PC3-10600 Non-ECC Unbuffered 1.5V / 1.35V CL9 2Rx8 Dual Rank 240 Pin UDIMM PC Desktop Computer Memory RAM Upgrade (16GB KIT(2x8GB)),16.0,3.0,1333.0,9,Timetec,1.0,0.0,40.99
Patriot Viper 3 DDR3 RAM 16GB (2X8GB) 1600MHz CL10 1.5v UDIMM Desktop Gaming Memory Kit Compatible with XMP - PV316G160C0K,16.0,3.0,1600.0,10,Patriot,1.0,1.0,57.99
"DDR3 RAM 16GB Kit (2x8GB) 1600MHz CL11 UDIMM, Desktop Memory Module PC3-12800 240-Pin 1.5V 2Rx8 Dual Rank Non-ECC Unbuffered PC Computer RAM Stick Upgrade - Blue",16.0,3.0,1600.0,11,Unknown,1.0,0.0,49.99
A-Tech 16GB Kit (2x8GB) DDR3/DDR3L 1866MHz PC3L-14900 (PC3-14900) CL13 SODIMM 2Rx8 1.35V Non-ECC SO-DIMM 204-Pin Laptop Notebook RAM Memory Upgrade Modules,16.0,3.0,1866.0,13,A-Tech,1.0,0.0,55.98
G.SKILL RipjawsX Series DDR3 RAM (XMP) 16GB (2x8GB) 1600MT/s CL9-9-9 1.50V Desktop Computer Memory U-DIMM (F3-1600C9D-16GXM),16.0,3.0,1600.0,9,G.SKILL,1.0,0.0,99.99
"DDR3 RAM 16GB Kit (2x8GB) 1866MHz CL13 UDIMM, Desktop Memory Module PC3-14900 240-Pin 1.5V 2Rx8 Dual Rank Non-ECC Unbuffered PC Computer RAM Stick Upgrade - Blue",16.0,3.0,1866.0,13,Unknown,1.0,0.0,49.95
"16GB(2x8GB) DDR3 RAM 1600MHz PC3-12800 CL11 Desktop Computer Memory, 240-Pin 1.5V 2Rx8 Dual Rank Non-ECC Unbuffered PC Computer RAM Stick Upgrade - Blue",16.0,3.0,1600.0,11,Unknown,1.0,0.0,44.99
A-Tech 16GB (2x8GB) DDR3 1600MHz SODIMM PC3-12800 2Rx8 1.5V CL11 Non-ECC Unbuffered 204-Pin SO-DIMM Notebook Laptop RAM Memory Upgrade Kit,16.0,3.0,1600.0,11,A-Tech,1.0,0.0,50.31
Yongxinsheng DDR3 16GB Kit (8GBx2) Desktop RAM 1600MHz PC3-12800 UDIMM Non-ECC Unbuffered 1.5V 2Rx8 Dual Rank 240 Pin CL11 PC Computer Memory Upgrade Module (Blue),16.0,3.0,1600.0,11,Unknown,1.0,0.0,49.99
"DDR3 RAM 16GB Kit (2x8GB) 1600MHz CL11 UDIMM, Desktop Memory Module PC3-12800 240-Pin 1.5V 2Rx8 Dual Rank Non-ECC Unbuffered PC Computer RAM Stick Upgrade - Black",16.0,3.0,1600.0,11,Unknown,1.0,0.0,49.99
Rasalas 16GB Kit (2X8GB) 1Rx8 PC3L-12800S DDR3L 1600MHz SODIMM DDR3 RAM 1.35V CL11 204-Pin PC3-12800 Portable Memory 8GB …,16.0,3.0,1600.0,11,Unknown,1.0,0.0,40.99
Samsung 16GB (2x8GB) DDR3/DDR3L 1600MHz PC3L-12800 (PC3-12800) CL11 UDIMM 2Rx8 Dual Rank 1.35V Non-ECC DIMM 240-Pin Desktop PC RAM Memory,16.0,3.0,1600.0,11,Samsung,1.0,0.0,59.95
"DDR3 RAM 16GB Kit (2x8GB) 1866MHz CL13 UDIMM, Wlizedle Desktop Memory Module PC3-14900 240-Pin 1.5V 2Rx8 Dual Rank Non-ECC Unbuffered PC Computer RAM Stick Upgrade - Blue",16.0,3.0,1866.0,13,Unknown,1.0,0.0,49.99
"Samsung 16GB (2x8GB) DDR3/DDR3L 1600MHz PC3L-12800 (PC3-12800) CL11 SODIMM 2Rx8 Dual Rank 1.35V 204-Pin Laptop, Notebook RAM Memory",16.0,3.0,1600.0,11,Samsung,1.0,0.0,75.29
OWC 32GB (2x16GB) DDR3 1600 PC3-12800 CL11 2Rx8 240-pin 1.5V Non-ECC UDIMM Memory RAM Module Kit,32.0,3.0,1600.0,11,OWC,1.0,0.0,302.1
Silicon Power DDR3L 16GB (2x8GB) RAM 1600MHz (PC3 12800) 204 pin CL11 1.35V Non ECC Unbuffered SODIMM Laptop Notebook Memory RAM Module Upgrade,16.0,3.0,1600.0,11,Unknown,1.0,0.0,40.97
"16GB(2x8GB) DDR3 RAM 1600MHz PC3-12800 CL11 Laptop Memory SODIMM, 204-Pin 1.5V 2Rx8 Dual Rank Non-ECC Unbuffered Laptop Notebook RAM Upgrade - Black",16.0,3.0,1600.0,11,Unknown,1.0,0.0,44.99
"Timetec 16GB KIT(4x4GB) Compatible for Apple DDR3 1333MHz PC3-10600 CL9 for iMac (Mid 2010 27 inch, Mid 2011 21.5/27 inch) SODIMM Memory Module MAC RAM Upgrade for iMac 11,3 / iMac 12,1 / iMac 12, 2",16.0,3.0,1333.0,9,Timetec,1.0,0.0,52.99
Timetec 16GB KIT(4x4GB) DDR3L / DDR3 1600MHz PC3L-12800 / PC3-12800 Non-ECC Unbuffered 1.35V / 1.5V CL11 2Rx8 Dual Rank 204 Pin SODIMM Laptop Notebook PC Computer Memory RAM Module Upgrade,16.0,3.0,1600.0,11,Timetec,1.0,0.0,53.99
"DATO 16GB (8GBx2) RAM, DDR4 3200MHz PC4-25600 CL22 1.2V 288-Pin Non-ECC unbuffered dimm, Desktop Memory Module",16.0,4.0,3200.0,22,Unknown,0.0,0.0,175.99
A-Tech 16GB Kit (2x8GB) DDR3/DDR3L 1866MHz PC3L-14900 (PC3-14900) CL13 UDIMM 2Rx8 1.35V Non-ECC DIMM 240-Pin Desktop RAM Memory Upgrade Modules,16.0,3.0,1866.0,13,A-Tech,1.0,0.0,65.23
OWC 64GB (4x16GB) DDR3 1333 PC3-10600 CL9 2Rx4 240-pin 1.5V ECC Registered RDIMM Memory RAM Module Upgrade Kit Compatible with HP ProLiant DL160 G6 DL165 G7 DL170e G6 DL170h G6 DL180 G6,64.0,3.0,1333.0,9,OWC,1.0,0.0,235.16
Silicon Power DDR3 16GB (2 x 8GB) 1600MHz (PC3 12800) 240-pin CL11 1.35V / 1.5V Unbuffered UDIMM PC Computer Desktop Memory Module Ram Upgrade,16.0,3.0,1600.0,11,Unknown,1.0,0.0,40.99
"DDR3 RAM 16GB Kit (2x8GB) 1333MHz CL9 UDIMM, Desktop Memory Module PC3-10600 240-Pin 1.5V 2Rx8 Dual Rank Non-ECC Unbuffered PC Computer RAM Stick Upgrade - Blue",16.0,3.0,1333.0,9,Unknown,1.0,0.0,49.99
OWC 16GB (2x8GB) DDR3 1066 PC3-8500 CL7 2Rx8 204-pin 1.5V Non-ECC SODIMM Memory RAM Module Kit,16.0,3.0,1066.0,7,OWC,1.0,0.0,72.18
"DATO DDR4 RAM 32GB 3200MHz, PC4-25600 CL22 1.2V 288-Pin Non-ECC unbuffered dimm, Desktop Memory Module",32.0,4.0,3200.0,22,Unknown,0.0,0.0,290.99
Kingston Technology Value RAM Kit of Three 16GB Modules of 1600MHz DDR3 PC3 12800 ECC CL11 DIMM DR x 4 with TS Desktop Memory KVR16R11D4K3/48,16.0,3.0,1600.0,11,Kingston,1.0,0.0,89.99
"OWC 16GB (2x8GB) DDR3 1600 PC3-12800 CL11 2Rx8 240-pin 1.5V ECC Unbuffered UDIMM Memory RAM Module Upgrade Kit for Select Desktops, Workstations, or Servers",16.0,3.0,1600.0,11,OWC,1.0,0.0,75.98
OWC 16GB (2x8GB) DDR3 1333 PC3-10600 CL9 2Rx8 240-pin 1.5V Workstation Server ECC Unbuffered UDIMM Memory RAM Module Kit,16.0,3.0,1333.0,9,OWC,1.0,0.0,75.98
A-Tech 16GB DDR4 2666MHz PC4-21300 (PC4-2666V) CL19 SODIMM 1.2V 260-Pin Non-ECC SO-DIMM Laptop Notebook RAM Memory Module,16.0,4.0,2666.0,19,A-Tech,0.0,0.0,115.99
"Crucial 16GB DDR4 RAM, 3200MHz CL22 (or 2933MHz or 2666MHz) Laptop Memory, SODIMM 260-Pin, Compatible with 13th Gen Intel Core and AMD Ryzen 7000 - CT16G4SFRA32A",16.0,4.0,3200.0,22,Crucial,0.0,0.0,148.97
A-Tech 16GB DDR4 2400 MHz SODIMM PC4-19200 (PC4-2400T) CL17 2Rx8 Non-ECC Laptop RAM Memory Module,16.0,4.0,2400.0,17,A-Tech,0.0,0.0,115.99
A-Tech 16GB (2x8GB) DDR4 2400 MHz SODIMM PC4-19200 (PC4-2400T) CL17 Non-ECC Laptop RAM Memory Modules,16.0,4.0,2400.0,17,A-Tech,1.0,0.0,121.98
Timetec Premium 16GB DDR4 2666MHz PC4-21300 Non-ECC Unbuffered 1.2V CL19 2Rx8 260 Pin SODIMM Laptop Notebook PC Computer Memory RAM (16GB),16.0,4.0,2666.0,19,Timetec,0.0,0.0,105.99
"Samsung 16GB DDR4 PC4-21300, 2666MHZ, 260 PIN SODIMM, 1.2V, CL 19 laptop ram memory module",16.0,4.0,2666.0,19,Samsung,0.0,0.0,129.47
Crucial 16GB Single DDR4 3200 MT/S (PC4-25600) CL22 DR X8 Unbuffered SODIMM 260-Pin Memory - CT16G4SFD832A,16.0,4.0,3200.0,22,Crucial,0.0,0.0,142.99
A-Tech 32GB (2x16GB) DDR4 2666MHz PC4-21300 (PC4-2666V) CL19 SODIMM 1.2V 260-Pin Non-ECC SO-DIMM Laptop Notebook RAM Memory Modules,32.0,4.0,2666.0,19,A-Tech,1.0,0.0,231.98
Timetec 32GB KIT(2x16GB) DDR4 2666MHz PC4-21300 Non-ECC Unbuffered 1.2V CL19 2Rx8 Dual Rank 260 Pin SODIMM Laptop Notebook PC Computer Memory RAM Module Upgrade (32GB KIT(2x16GB)),32.0,4.0,2666.0,19,Timetec,1.0,0.0,205.99
G.SKILL Ripjaws DDR4 SO-DIMM Series DDR4 RAM 32GB (2x16GB) 3200MT/s CL22-22-22-52 1.20V Unbuffered Non-ECC Notebook/Laptop Memory SO-DIMM (F4-3200C22D-32GRS),32.0,4.0,3200.0,22,G.SKILL,1.0,1.0,259.94
"Samsung 16GB DDR4 3200MHz PC4-25600 (PC4-3200AA) CL22 SODIMM 1Rx8 Single Rank 1.2V 260-Pin Laptop, Notebook RAM Memory",16.0,4.0,3200.0,22,Samsung,0.0,0.0,128.0
"Samsung 32GB (2x16GB) DDR4 3200MHz PC4-25600 (PC4-3200AA) CL22 SODIMM 2Rx8 Dual Rank 1.2V 260-Pin Laptop, Notebook RAM Memory",32.0,4.0,3200.0,22,Samsung,1.0,0.0,256.9
Timetec Pinnacle 16GB DDR4 3200MHz (or 2933MHz or 2666MHz) PC4-25600 Non-ECC Unbuffered 1.2V CL22 2Rx8 Dual Rank 260 Pin SODIMM Laptop Notebook PC Computer Memory RAM Module Upgrade,16.0,4.0,3200.0,22,Timetec,0.0,0.0,117.99
Timetec 16GB DDR4 2133MHz PC4-17000 Non-ECC Unbuffered 1.2V CL15 2Rx8 Dual Rank 260 Pin SODIMM Laptop Notebook PC Computer Memory RAM Module Upgrade (16GB),16.0,4.0,2133.0,15,Timetec,0.0,0.0,105.99
"Samsung 32GB (2x16GB) DDR4 2666MHz PC4-21300 (PC4-2666V) CL19 SODIMM 2Rx8 Dual Rank 1.2V 260-Pin Laptop, Notebook RAM Memory",32.0,4.0,2666.0,19,Samsung,1.0,0.0,258.0
【DDR4 RAM Laptop Only】 GIGASTONE 16GB Kit (2x8GB) DDR4 3200MHz (2933MHz or 2666MHz) PC4-25600 (PC4-23400/21300) CL22 1.2V SODIMM 260 Pin Unbuffered Non ECC High Performance Notebook Memory Upgrade,16.0,4.0,3200.0,22,Unknown,1.0,0.0,158.99
Kingston FURY Impact 16GB 3200MT/s DDR4 CL20 Laptop Memory Single Module | Intel XMP | AMD Ryzen | Plug n Play | Low Power Consumption | KF432S20IB/16,16.0,4.0,3200.0,20,Kingston,0.0,1.0,139.64
"16GB DDR4 19200S PC4 2400 2X8GB SODIMM, DDR4-2400MHz PC4-19200 CL17 2Rx8 1.2V Non-ECC 260 Pin Laptop Memory Module Ram",16.0,4.0,2400.0,17,Unknown,1.0,0.0,106.99
G.SKILL Ripjaws DDR4 SO-DIMM Series DDR4 RAM 16GB (2x8GB) 2666MT/s CL19-19-19-43 1.20V Unbuffered Non-ECC Notebook/Laptop Memory SO-DIMM (F4-2666C19D-16GRS),16.0,4.0,2666.0,19,G.SKILL,1.0,1.0,149.99
16GB DDR4 3200MHz PC4-25600 CL22 SODIMM 1.2V 260-Pin Laptop Notebook RAM Memory Module,16.0,4.0,3200.0,22,Unknown,0.0,0.0,114.99
Kingston ValueRAM 16GB 3200MT/s DDR4 Non-ECC CL22 SODIMM 2Rx8 1.2V KVR32S22D8/16 Laptop Memory,16.0,4.0,3200.0,22,Kingston,0.0,0.0,129.19
A-Tech 16GB DDR4 2133 MHz SODIMM PC4-17000 (PC4-2133P) CL15 2Rx8 Non-ECC Laptop RAM Memory Module,16.0,4.0,2133.0,15,A-Tech,0.0,0.0,110.24
Kingston 16GB 2133MHz DDR4 SO-DIMM Laptop Memory CL15 1.2V PC4-17000 (1x16GB),16.0,4.0,2133.0,15,Kingston,0.0,0.0,109.99
"Samsung 16GB DDR4 PC4-19200, 2400MHz, 260 PIN SODIMM, CL 17, 1.2V, ram Memory Module, M471A2K43CB1-CRC",16.0,4.0,2400.0,17,Samsung,0.0,0.0,129.96
G.SKILL Ripjaws DDR4 SO-DIMM Series DDR4 RAM 16GB (1x16GB) 2400MT/s CL16-16-16-39 1.20V Unbuffered Non-ECC Notebook/Laptop Memory SO-DIMM (F4-2400C16S-16GRS),16.0,4.0,2400.0,16,G.SKILL,0.0,1.0,139.99
Silicon Power DDR4 32GB (2x16GB) 3200MHz (PC4-25600) CL22 SODIMM 260-Pin 1.2V Non-ECC Laptop RAM Notebook Computer Memory SP032GBSFU320X22,32.0,4.0,3200.0,22,Unknown,1.0,0.0,229.97
Samsung M471A2K43BB1-CPB 16GB DDR4-2133 SoDIMM CL15 Notebook Memory,16.0,4.0,2133.0,15,Samsung,0.0,0.0,122.99
"A-Tech 16GB (2x8GB) RAM Replacement for CT2K8G4SFRA32A | DDR4 3200MHz PC4-25600 (PC4-3200AA) CL22 SODIMM 1.2V Non-ECC SO-DIMM 260-Pin Laptop, Notebook Memory Modules",16.0,4.0,3200.0,22,A-Tech,1.0,0.0,155.98
"Samsung 16GB DDR4 2400MHz PC4-19200 (PC4-2400T) CL17 SODIMM 2Rx8 Dual Rank 1.2V 260-Pin Laptop, Notebook RAM Memory",16.0,4.0,2400.0,17,Samsung,0.0,0.0,131.24
"Samsung 32GB (2x16GB) DDR4 2400MHz PC4-19200 (PC4-2400T) CL17 SODIMM 2Rx8 Dual Rank 1.2V 260-Pin Laptop, Notebook RAM Memory",32.0,4.0,2400.0,17,Samsung,1.0,0.0,239.0
"Samsung 16GB DDR4 3200MHz PC4-25600 (PC4-3200AA) CL22 SODIMM 2Rx8 Dual Rank 1.2V 260-Pin Laptop, Notebook RAM Memory",16.0,4.0,3200.0,22,Samsung,0.0,0.0,143.04
G.SKILL Ripjaws DDR4 SO-DIMM Series DDR4 RAM 16GB (2x8GB) 2400MT/s CL16-16-16-39 1.20V Unbuffered Non-ECC Notebook/Laptop Memory SO-DIMM (F4-2400C16D-16GRS),16.0,4.0,2400.0,16,G.SKILL,1.0,1.0,129.0
Crucial 16GB Kit (8GBx2) DDR4 3200 MT/S (PC4-25600) CL22 SR X8 Unbuffered SODIMM 260-Pin Memory - CT2K8G4SFS832A,16.0,4.0,3200.0,22,Crucial,1.0,0.0,152.0
Timetec 32GB KIT(2x16GB) DDR4 2400MHz PC4-19200 Non-ECC Unbuffered 1.2V CL17 2Rx8 Dual Rank 260 Pin SODIMM Laptop Notebook PC Computer Memory RAM Module Upgrade (32GB KIT(2x16GB)),32.0,4.0,2400.0,17,Timetec,1.0,0.0,205.99
A-Tech 16GB (2x8GB) DDR4 2666MHz PC4-21300 (PC4-2666V) CL19 SODIMM 1.2V 260-Pin Non-ECC SO-DIMM Laptop Notebook RAM Memory Modules,16.0,4.0,2666.0,19,A-Tech,1.0,0.0,129.98
Timetec Premium 16GB DDR4 2400MHz PC4-19200 Non-ECC Unbuffered 1.2V CL17 2Rx8 Dual Rank 260 Pin SODIMM Laptop Notebook PC Computer Memory RAM Upgrade (16GB),16.0,4.0,2400.0,17,Timetec,0.0,0.0,105.99
Timetec 16GB DDR4 2666MHz (DDR4-2666) PC4-21300 (PC4-2666V) Non-ECC Unbuffered 1.2V CL19 2Rx8 Dual Rank 260 Pin SODIMM Laptop Notebook PC Computer Memory RAM Module Upgrade (16GB),16.0,4.0,2666.0,19,Timetec,0.0,0.0,105.99
KingBank Computer Notebook Memory Ram DDR4 16GB 3200MHZ CL22 1.2V SODIMM for Laptop Gaming/Office/PS,16.0,4.0,3200.0,22,Unknown,0.0,1.0,125.99
NEMIX RAM 32GB (2X16GB) DDR4 2666MHZ PC4-21300 2Rx8 1.2V CL19 260-PIN Non-ECC Unbuffered SODIMM KIT Laptop Memory,32.0,4.0,2666.0,19,Unknown,1.0,0.0,183.88
NEMIX RAM 16GB (4X4GB) DDR4 2666MHZ PC4-21300 1Rx6 1.2V CL19 260-PIN Non-ECC SODIMM Laptop PC Memory KIT,16.0,4.0,2666.0,19,Unknown,1.0,0.0,152.99
SK Hyn(Hynix) Original 16GB (1x16GB) DDR4 2666MHz PC4-21300 SODIMM 2Rx8 CL19 1.2v 260-PIN Laptop Notebook Memory RAM Module Upgrade HMA82GS6JJR8N-VKNO Adamanta,16.0,4.0,2666.0,19,Adamanta,0.0,0.0,125.0
OWC 16GB DDR4 3200MHz PC4-25600 CL22 1RX8 Non-ECC SODIMM 1.2V 260-pin Laptop Notebook Memory RAM Upgrade Module,16.0,4.0,3200.0,22,OWC,0.0,0.0,135.99
"Samsung 16GB (2x8GB) DDR4 2133MHz PC4-17000 (PC4-2133P) CL15 SODIMM 2Rx8 Dual Rank 1.2V 260-Pin Laptop, Notebook RAM Memory",16.0,4.0,2133.0,15,Samsung,1.0,0.0,125.39
G.SKILL Ripjaws DDR4 SO-DIMM Series DDR4 RAM 32GB (2x16GB) 2666MT/s CL19-19-19-43 1.20V Unbuffered Non-ECC Notebook/Laptop Memory SO-DIMM (F4-2666C19D-32GRS),32.0,4.0,2666.0,19,G.SKILL,1.0,1.0,279.99
"OLOy DDR4 RAM 16GB (1x16GB) 2666 MHz CL19 1.2V 260-Pin Laptop Gaming SODIMM Upgrade for 2019 iMac 27-inch with Retina 5K Display, Late 2018 Mac mini(MD4S162619MZSC)",16.0,4.0,2666.0,19,Unknown,0.0,1.0,115.99
Samsung 32GB (2x16GB) DDR4 3200MHz PC4-25600 SODIMM 2Rx8 CL22 1.2v Gaming Laptop Notebook Memory Module Upgrade RAM M471A2K43EB1-CWE,32.0,4.0,3200.0,22,Samsung,1.0,1.0,298.0
"16GB(2x8GB) DDR4 RAM 3200MHz PC4-25600 CL22 Laptop Memory SODIMM, 260-Pin 1.2V 2Rx8 Dual Rank Non-ECC Unbuffered Laptop Notebook RAM Upgrade - Black",16.0,4.0,3200.0,22,Unknown,1.0,0.0,130.99
"A-Tech 16GB RAM Replacement for CT16G4SFD824A | DDR4 2400MHz PC4-19200 (PC4-2400T) CL17 SODIMM 2Rx8 1.2V Non-ECC SO-DIMM 260-Pin Laptop, Notebook Memory Module",16.0,4.0,2400.0,17,A-Tech,0.0,0.0,120.99
DATO 16GB RAM DDR4 3200MHz PC4-25600 CL22 SODIMM 1.2V 260-Pin Non-ECC SODIMM Laptop Notebook Memory Module,16.0,4.0,3200.0,22,Unknown,0.0,0.0,158.99
Acclamator DDR5 RAM 32GB Kit (2x16GB) 5600MHz (or 5200MHz or 4800MHz) CL46 1.1V SODIMM 262-Pin Ram Upgrade Laptop Notebook Memory,32.0,5.0,5600.0,46,Unknown,1.0,0.0,339.99
"Samsung 32GB DDR5 4800MHz PC5-38400 CL40 SODIMM 2Rx8 Dual Rank 1.1V 262-Pin Laptop RAM Memory M425R4GA3BB0-CQK, 1 Module",32.0,5.0,4800.0,40,Samsung,0.0,0.0,394.99
Kingston FURY Impact 32GB (2x16GB) 5600MT/s DDR5 CL40 Laptop Memory Kit of 2 | Lower Power Consumption | Intel XMP 3.0 | Plug N Play | KF556S40IBK2-32,32.0,5.0,5600.0,40,Kingston,1.0,1.0,399.0
G.SKILL Ripjaws DDR5 SO-DIMM Series DDR5 RAM 32GB (2x16GB) 5600MT/s CL40-40-40-89 1.10V Unbuffered Non-ECC Notebook/Laptop Memory SO-DIMM (F5-5600S4040A16GX2-RS),32.0,5.0,5600.0,40,G.SKILL,1.0,1.0,439.99
Samsung 32GB DDR5 5600MHz PC5-44800 CL46 SODIMM 2Rx8 Dual Rank 1.1V 262-Pin Laptop RAM Memory M425R4GA3BB0-CWM,32.0,5.0,5600.0,46,Samsung,0.0,0.0,439.99
G.SKILL Ripjaws DDR5 SO-DIMM Series DDR5 RAM 32GB (2x16GB) 4800MT/s CL34-34-34-76 1.10V Unbuffered Non-ECC Notebook/Laptop Memory SO-DIMM (F5-4800S3434A16GA2-RS),32.0,5.0,4800.0,34,G.SKILL,1.0,1.0,409.99
Timetec Premium 32GB KIT(2x16GB) DDR5 5600MHz PC5-44800 Unbuffered Non-ECC 1.1V CL46 1Rx8 Single Rank 262 Pin SODIMM Laptop Memory RAM Upgrade,32.0,5.0,5600.0,46,Timetec,1.0,0.0,369.99
A-Tech 32GB Kit (2x16GB) DDR5 5600MHz PC5-44800 CL46 SODIMM 1.1V Non-ECC Unbuffered SO-DIMM 262-Pin Laptop Computer RAM Memory Upgrade Modules,32.0,5.0,5600.0,46,A-Tech,1.0,0.0,419.98
Timetec 32GB KIT(2x16GB) DDR4 2400MHz PC4-19200 Non-ECC Unbuffered 1.2V CL17 2Rx8 Dual Rank 260 Pin SODIMM Laptop Notebook PC Computer Memory RAM Module Upgrade (32GB KIT(2x16GB)),32.0,4.0,2400.0,17,Timetec,1.0,0.0,205.99
Kingston FURY Impact 32GB (2x16GB) 6400MT/s CL38 DDR5 SODIMM | Intel XMP 3.0 | Plug N Play | Laptop Memory | Kit of 2 | KF564S38IBK2-32,32.0,5.0,6400.0,38,Kingston,1.0,1.0,549.5
Samsung 32GB DDR5 5600MHz PC5-44800 SODIMM 2Rx8 Dual Rank CL46 1.1v 262pin Non-ECC M425R4GA3BB0-CWM Laptop Notebook RAM Memory Upgrade,32.0,5.0,5600.0,46,Samsung,0.0,0.0,449.99
Timetec 32GB KIT(2x16GB) DDR5 4800MHz PC5-38400 Unbuffered Non-ECC 1.1V CL40 1Rx8 Single Rank 262 Pin SODIMM Laptop Memory RAM Module Upgrade (32GB KIT(2x16GB)),32.0,5.0,4800.0,40,Timetec,1.0,0.0,369.99
"MMOMENT DDR5 SODIMM 32GB 5600Mhz (PC5-44800) Laptop Memory Module Ram (CL46, Non-ECC Unbuffered, 1.1V, 262 Pin)",32.0,5.0,5600.0,46,Unknown,0.0,0.0,399.99
CORSAIR Vengeance SODIMM DDR5 RAM 16GB (1x16GB) 5600MHz CL48 Intel XMP iCUE Compatible Computer Memory - Black (CMSX16GX5M1A5600C48),16.0,5.0,5600.0,48,CORSAIR,0.0,1.0,179.99
KLEVV DDR5 32GB (2x16GB) 5600MHz CL46 SODIMM SK Hynix A-Die Laptop Ram Memory 1.1V (KD5AGSA80-56G460D),32.0,5.0,5600.0,46,SK Hynix,1.0,0.0,449.99
Silicon Power DDR5 32GB (2x16GB) 4800MHz (PC5-38400) 262-pin CL40 1.1V SODIMM Non-ECC Laptop RAM Computer Memory SU032GBSVU480F22EC,32.0,5.0,4800.0,40,Unknown,1.0,0.0,359.97
"Samsung 64GB (2x32GB) DDR5 5600MHz PC5-44800 CL46 SODIMM 2Rx8 Dual Rank 1.1V 262-Pin Laptop, Notebook RAM Memory",64.0,5.0,5600.0,46,Samsung,1.0,0.0,899.99
"Samsung 32GB DDR5 5600MHz PC5-44800 CL46 SODIMM 2Rx8 Dual Rank 1.1V 262-Pin Laptop, Notebook RAM Memory",32.0,5.0,5600.0,46,Samsung,0.0,0.0,439.99
"PNY Performance 64GB (2x32GB) DDR5 DRAM 5600MHz (PC5-44800) – CL46-46-46-90 (Compatible with 5200MHz, 4800MHz), 1.1V, 262-Pin Non-ECC – Notebook/Laptop (SODIMM) Computer Memory Kit – MN64GK2D55600-TB",64.0,5.0,5600.0,46,PNY,1.0,0.0,819.98
Samsung 32GB (2x16GB) DDR5 5600MHz PC5-44800 SODIMM 1Rx8 Single Rank CL46 1.1v 262pin Non-ECC M425R2GA3BB0-CWM Laptop Notebook RAM Memory Upgrade,32.0,5.0,5600.0,46,Samsung,1.0,0.0,490.0
"Samsung 32GB (2x16GB) DDR5 5600MHz PC5-44800 CL46 SODIMM 1Rx8 Single Rank 1.1V 262-Pin Laptop, Notebook RAM Memory",32.0,5.0,5600.0,46,Samsung,1.0,0.0,489.99
"Transcend 32GB DDR5 5600MHz SO-DIMM Laptop RAM, Compatible w/HP Lenovo Dell ASUS Acer Computer Memory, On-die ECC Notebook Module Upgrade, 2Rx8, 1.1V PC5-44800 CL46, Unbuffered 262-Pin - JM5600ASE-32G",32.0,5.0,5600.0,46,HP,0.0,0.0,599.99
TEAMGROUP Elite SODIMM DDR5 32GB (2x16GB) 4800MHz (PC5-38400) CL40 Non-ECC Unbuffered 1.1V 262 Pin Laptop Memory Module Ram - TED532G4800C40DDC-S01,32.0,5.0,4800.0,40,TEAMGROUP,1.0,0.0,588.99
Samsung 64GB (2x32GB) DDR5 4800MHz PC5-38400 SODIMM 2Rx8 Dual Rank CL40 1.1v 262pin Non-ECCM425R4GA3BB0-CQK Laptop Notebook RAM Memory Upgrade,64.0,5.0,4800.0,40,Samsung,1.0,0.0,810.0
Acer SD200 DDR5 Single RAM 32GB 5600 MT/s CL46 Computer Memory for Laptop - BL.9BWWA.419,32.0,5.0,5600.0,46,Unknown,0.0,0.0,409.99
【DDR5 RAM Laptop Only】 GIGASTONE 32GB DDR5 5600MHz PC5-44800 CL 46-46-46-90 1.1V SODIMM 262 Pin Unbuffered Non ECC High Performance Notebook Memory Upgrade,32.0,5.0,5600.0,46,Unknown,0.0,0.0,524.99
TEAMGROUP T-Create Classic DDR5 SODIMM 2x32GB 5600MHz(PC5-44800) CL46 Laptop Memory Module Ram - CTCCD564G5600HC46ADC-S01,64.0,5.0,5600.0,46,TEAMGROUP,1.0,0.0,849.99
Samsung 32GB (2x16GB) DDR5 4800MHz PC5-38400 SODIMM 1Rx8 Single Rank CL40 1.1v 262pin Non-ECC M425R2GA3BB0-CQK Laptop Notebook RAM Memory Upgrade,32.0,5.0,4800.0,40,Samsung,1.0,0.0,490.0
OWC 32GB Replacement for Crucial CT32G56C46S5 - DDR5 5600MHz PC5-44800 CL46 2Rx8 262-pin 1.1V Non-ECC SODIMM,32.0,5.0,5600.0,46,OWC,0.0,0.0,599.99
"Samsung 32GB (2x16GB) DDR5 4800MHz PC5-38400 CL40 SODIMM 1Rx8 Single Rank 1.1V 262-Pin Laptop, Notebook RAM Memory",32.0,5.0,4800.0,40,Samsung,1.0,0.0,439.98
Adamanta 32GB (1x32GB) DDR5 4800MHz PC5-38400 SODIMM 2Rx8 CL40 1.1v Laptop Notebook Memory Module Upgrade RAM,32.0,5.0,4800.0,40,Adamanta,0.0,0.0,395.5
